"number","lat","lon"
1,103.96085701087,1.34617500824454
2,103.978978976056,1.38990401870983
3,103.923130995416,1.4099130157165
4,103.866966992109,1.37923700487091
5,103.829073008381,1.37276100286023
6,103.951753989584,1.3207100152588
7,103.955191986755,1.34065899009129
8,103.881610986055,1.36693701735687
9,103.834277001944,1.39009800189331
10,103.861150995157,1.38109901056076
11,103.863473007606,1.35335001597094
12,103.866008002092,1.36048001138245
13,103.863388004105,1.3878569764647
14,103.837233991568,1.38983500975178
15,103.838591002804,1.39006498690252
16,103.946937998833,1.3338490080587
17,103.832785007318,1.37162600142277
18,103.919178991455,1.32302300071578
19,103.884842001596,1.345032012357
20,103.877503995194,1.36602898427679
21,103.865669002678,1.36042501254669
22,103.892821980736,1.36956298336645
23,103.838382992442,1.38863100316938
24,103.966204991398,1.36195200532663
25,103.968546996712,1.35954702875823
26,103.832622992872,1.37869201086068
27,103.884109015017,1.35555801355152
28,103.862005994263,1.3485589866523
29,103.948585989819,1.31918799226855
30,103.837056005834,1.38528598872966
31,103.86684100749,1.38307998862516
32,103.867454004249,1.3575850011328
33,103.865358006982,1.37020698685564
34,103.924306015806,1.31559901614235
35,103.873382001962,1.38560200214797
36,103.880875016585,1.35333801951661
37,103.862996003651,1.30244501399783
38,103.845964994247,1.35013800008884
39,103.908132009336,1.30489699274238
40,103.877337012157,1.3344340005684
41,103.840364994858,1.34895300431616
42,103.863114996244,1.34262199857387
43,103.765763004383,1.3342800030382
44,103.833535006924,1.36211900551873
45,103.769988997386,1.33343799865579
46,103.767246997122,1.33473900830612
47,103.74869600057,1.31755100565495
48,103.774032955111,1.35319898245639
49,103.792829540115,1.29493834487393
50,103.717160003251,1.33980400972371
51,103.701048000098,1.35177199512194
52,103.764668007983,1.37060000450024
53,103.759016001687,1.35864000916998
54,103.761025000317,1.35536100795603
55,103.76640600767,1.32678800198744
56,103.731160967029,1.33605661779116
57,103.790634518931,1.30100203775994
58,103.764760003254,1.30875099860659
59,103.768924998308,1.37135900584168
60,103.776007005438,1.35020400464513
61,103.757975999596,1.31976699701647
62,103.760905002133,1.33982701990743
63,103.76095898509,1.36042001623966
64,103.773907987741,1.36271299419191
65,103.768829994104,1.36763401414182
66,103.764779003407,1.32769499983866
67,103.751977003043,1.37228598896427
68,103.756359994439,1.31555999669294
69,103.75860600478,1.36063898092479
70,103.789162176587,1.30558122667376
71,103.707875996198,1.33801700926634
72,103.757667999449,1.32250399598282
73,103.758450004373,1.31425397832238
74,103.698636002705,1.35423700663436
75,103.751410997398,1.38954898021615
76,103.765471994671,1.34754399774384
77,103.773357003454,1.36927001062503
78,103.805723997797,1.39974901320673
79,103.8184459979,1.40003198984827
80,103.822383993324,1.40087098567589
81,103.80483399736,1.27987700300301
82,103.824027002227,1.28761700771254
83,103.767616991901,1.29893400799437
84,103.762026993326,1.30899499439468
85,103.762999956965,1.29615329873174
86,103.790721343478,1.29961302753491
87,103.769495005402,1.37224501547955
88,103.768537003146,1.35740900815882
89,103.748433001808,1.38913899170983
90,103.763644994757,1.37163501891167
91,103.763605995133,1.30780800245289
92,103.768867997661,1.32794501705898
93,103.771884003432,1.37321500854805
94,103.757240001981,1.37589003353554
95,103.718593996798,1.34007298363987
96,103.788029366525,1.30611310021726
97,103.69290199957,1.33748498597278
98,103.756069994032,1.35736098423476
99,103.760775993338,1.35757800094458
100,103.881278002318,1.36407301180073
101,103.861743001571,1.35276700416957
102,103.829488991841,1.45063801719106
103,103.73383399198,1.44435098869543
104,103.836845008751,1.4615029860945
105,103.884325989939,1.39944798848949
106,103.822723028657,1.4055841273393
107,103.904814998591,1.4109970215842
108,103.826118993934,1.42754499031824
109,103.817468667699,1.40115897651427
110,103.740057006009,1.43880599266327
111,103.835674007799,1.45622201251589
112,103.826946179093,1.36002980955599
113,103.898646016222,1.37693901170228
114,103.832171003957,1.40997400015505
115,103.822322000777,1.39803898385092
116,103.782058929229,1.44417042427999
117,103.839486993379,1.42759699434119
118,103.759038994785,1.41651199011886
119,103.825350996754,1.42728100396175
120,103.84260999229,1.42437600154029
121,103.826296008364,1.36906501231608
122,103.9154050167,1.40223299924483
123,103.769933998893,1.43763301771893
124,103.965420009834,1.40868999314912
125,103.790318992831,1.28435300657627
126,103.834805553003,1.21405833267371
127,103.810545004407,1.27884500650228
128,103.801481185309,1.27863065273452
129,103.851334997301,1.28424399735648
130,103.846577998059,1.28663900368187
131,103.88330098901,1.30573400841613
132,103.887303997701,1.30157198694066
133,103.884275005667,1.34045302254281
134,103.84777500427,1.29897100091601
135,103.859533002821,1.30730499713228
136,103.841238007513,1.30009699401837
137,103.813893992211,1.31267000887848
138,103.769163007842,1.33692401719002
139,103.939423995901,1.31878498855893
140,103.914736987314,1.32736399042993
141,103.953982005401,1.32442800353246
142,103.972156990988,1.36284801405719
143,103.915657988943,1.32899598345262
144,103.914285987588,1.31536500670409
145,103.856600000567,1.38694298284096
146,103.868719994142,1.38146800285887
147,103.811353002102,1.37450901296906
148,103.860395002318,1.35635900364815
149,103.779225994086,1.43652399605571
150,103.735469441118,1.44021109438519
151,103.860192003962,1.38970200824166
152,103.780115001631,1.45270000280122
153,103.8345300001,1.37200201143139
154,103.883247013056,1.34388700495724
155,103.852235996241,1.39010900260341
156,103.834559997553,1.37992099278184
157,103.82985799937,1.3734760171315
158,103.880038986362,1.36898199651608
159,103.826964006486,1.43935801058573
160,103.85612099449,1.38825798987759
161,103.85751000337,1.38701200648595
162,103.832498999628,1.37599700541463
163,103.862974003853,1.38426200171396
164,103.863871997607,1.35963099707599
165,103.820607004324,1.40567198380168
166,103.835071996736,1.38695401385743
167,103.719891001209,1.4202270044737
168,103.836984004973,1.45754000043802
169,103.846118991983,1.28043799569511
170,103.841419008008,1.28112199338038
171,103.835077000931,1.43762199315966
172,103.931431007828,1.31587297458671
173,103.943879998136,1.33302098061918
174,103.946385010592,1.32398300052142
175,103.871064999127,1.39926598983919
176,103.8567519929,1.38766198061858
177,103.881825008434,1.34678199384784
178,103.921576998431,1.32163298613197
179,103.958233998139,1.33903900258699
180,103.96034399401,1.34609499913104
181,103.946227975324,1.32428400500475
182,103.98634401654,1.39179402610172
183,103.829199999261,1.38199198350515
184,103.923806011504,1.31099600110692
185,103.8162510018,1.31104799117615
186,103.803132991334,1.26576098729676
187,103.822646892476,1.43416900745054
188,103.936211992606,1.31701300192687
189,103.941376027843,1.31928700190599
190,103.920870105439,1.33433543386641
191,103.838321000262,1.38637898011574
192,103.912805012433,1.31032499244793
193,103.868412996645,1.38779799024028
194,103.867552999516,1.35722198250143
195,103.926809990659,1.33909400181013
196,103.867396000461,1.34710898656633
197,103.975878001995,1.39004398808481
198,103.771683001973,1.33588600793432
199,103.766776000112,1.34613801947644
200,103.796581000747,1.32329899251823
201,103.842727999825,1.3248380105169
202,103.843203991187,1.31239900279065
203,103.788954002616,1.27920699805128
204,103.853597006001,1.28941700056052
205,103.847295002494,1.3614559889116
206,103.88821399352,1.30338100339795
207,103.790368006179,1.30427800508224
208,103.88636699295,1.29717500161512
209,103.894196994238,1.29856899320857
210,103.843851998491,1.31615298537997
211,103.81791820006,1.32069549289459
212,103.825161003409,1.35827000334118
213,103.840698992687,1.32036100553335
214,103.833174001996,1.32113298217552
215,103.792076002745,1.27569899889613
216,103.889368987508,1.31365001641553
217,103.84668700735,1.27817799839718
218,103.879963007648,1.3291380155208
219,103.790185001957,1.27902600515874
220,103.839540995736,1.28238099129417
221,103.878435998931,1.33232501027716
222,103.900740008896,1.30651900009923
223,103.839945000658,1.35403599295373
224,103.901698999963,1.3144079987312
225,103.801713002995,1.33570401108734
226,103.773259992457,1.3231039894972
227,103.842720000709,1.35337000437201
228,103.832027997859,1.35364696671371
229,103.765983998843,1.34051598711497
230,103.828438998161,1.36199899589951
231,103.833590006976,1.34152298935114
232,103.864678999149,1.29057200094772
233,103.850285996786,1.37057100018187
234,103.782779005345,1.31248299217226
235,103.791281008483,1.32243601665582
236,103.854818004778,1.29282499699848
237,103.86583500031,1.32380597927059
238,103.783106005851,1.31623499758018
239,103.84491500795,1.29308999556797
240,103.842887001241,1.37402501376588
241,103.780895006173,1.34139598931109
242,103.892397015046,1.3145509896298
243,103.834034991637,1.35655698822033
244,103.923837990533,1.32120799539342
245,103.957615982182,1.32311502040416
246,103.80898700707,1.33170298432389
247,103.784206003929,1.31376300928782
248,103.898952005306,1.31150200552321
249,103.837610994321,1.30158700260588
250,103.795543995849,1.31173000006272
251,103.853473001627,1.28732000560153
252,103.854849,1.30842200284088
253,103.860638997467,1.28848999572479
254,103.805487000523,1.33550601569391
255,103.802693003573,1.27236499187616
