"address","LATITUDE","LONGTITUDE","amenitiestype"
145,103.856600000567,1.38694298284096,"parks"
146,103.868719994142,1.38146800285887,"parks"
147,103.811353002102,1.37450901296906,"parks"
148,103.860395002318,1.35635900364815,"parks"
149,103.779225994086,1.43652399605571,"parks"
150,103.735469441118,1.44021109438519,"parks"
151,103.860192003962,1.38970200824166,"parks"
152,103.780115001631,1.45270000280122,"parks"
153,103.8345300001,1.37200201143139,"parks"
154,103.883247013056,1.34388700495724,"parks"
155,103.852235996241,1.39010900260341,"parks"
156,103.834559997553,1.37992099278184,"parks"
157,103.82985799937,1.3734760171315,"parks"
158,103.880038986362,1.36898199651608,"parks"
159,103.826964006486,1.43935801058573,"parks"
160,103.85612099449,1.38825798987759,"parks"
161,103.85751000337,1.38701200648595,"parks"
162,103.832498999628,1.37599700541463,"parks"
163,103.862974003853,1.38426200171396,"parks"
164,103.863871997607,1.35963099707599,"parks"
165,103.820607004324,1.40567198380168,"parks"
166,103.835071996736,1.38695401385743,"parks"
167,103.719891001209,1.4202270044737,"parks"
168,103.836984004973,1.45754000043802,"parks"
169,103.846118991983,1.28043799569511,"parks"
170,103.841419008008,1.28112199338038,"parks"
171,103.835077000931,1.43762199315966,"parks"
172,103.931431007828,1.31587297458671,"parks"
173,103.943879998136,1.33302098061918,"parks"
174,103.946385010592,1.32398300052142,"parks"
175,103.871064999127,1.39926598983919,"parks"
176,103.8567519929,1.38766198061858,"parks"
177,103.881825008434,1.34678199384784,"parks"
178,103.921576998431,1.32163298613197,"parks"
179,103.958233998139,1.33903900258699,"parks"
180,103.96034399401,1.34609499913104,"parks"
181,103.946227975324,1.32428400500475,"parks"
182,103.98634401654,1.39179402610172,"parks"
183,103.829199999261,1.38199198350515,"parks"
184,103.923806011504,1.31099600110692,"parks"
185,103.8162510018,1.31104799117615,"parks"
186,103.803132991334,1.26576098729676,"parks"
187,103.822646892476,1.43416900745054,"parks"
188,103.936211992606,1.31701300192687,"parks"
189,103.941376027843,1.31928700190599,"parks"
190,103.920870105439,1.33433543386641,"parks"
191,103.838321000262,1.38637898011574,"parks"
192,103.912805012433,1.31032499244793,"parks"
193,103.868412996645,1.38779799024028,"parks"
194,103.867552999516,1.35722198250143,"parks"
195,103.926809990659,1.33909400181013,"parks"
196,103.867396000461,1.34710898656633,"parks"
197,103.975878001995,1.39004398808481,"parks"
198,103.771683001973,1.33588600793432,"parks"
199,103.766776000112,1.34613801947644,"parks"
200,103.796581000747,1.32329899251823,"parks"
201,103.842727999825,1.3248380105169,"parks"
202,103.843203991187,1.31239900279065,"parks"
203,103.788954002616,1.27920699805128,"parks"
204,103.853597006001,1.28941700056052,"parks"
205,103.847295002494,1.3614559889116,"parks"
206,103.88821399352,1.30338100339795,"parks"
207,103.790368006179,1.30427800508224,"parks"
208,103.88636699295,1.29717500161512,"parks"
209,103.894196994238,1.29856899320857,"parks"
210,103.843851998491,1.31615298537997,"parks"
211,103.81791820006,1.32069549289459,"parks"
212,103.825161003409,1.35827000334118,"parks"
213,103.840698992687,1.32036100553335,"parks"
214,103.833174001996,1.32113298217552,"parks"
215,103.792076002745,1.27569899889613,"parks"
216,103.889368987508,1.31365001641553,"parks"
217,103.84668700735,1.27817799839718,"parks"
218,103.879963007648,1.3291380155208,"parks"
219,103.790185001957,1.27902600515874,"parks"
220,103.839540995736,1.28238099129417,"parks"
221,103.878435998931,1.33232501027716,"parks"
222,103.900740008896,1.30651900009923,"parks"
223,103.839945000658,1.35403599295373,"parks"
224,103.901698999963,1.3144079987312,"parks"
225,103.801713002995,1.33570401108734,"parks"
226,103.773259992457,1.3231039894972,"parks"
227,103.842720000709,1.35337000437201,"parks"
228,103.832027997859,1.35364696671371,"parks"
229,103.765983998843,1.34051598711497,"parks"
230,103.828438998161,1.36199899589951,"parks"
231,103.833590006976,1.34152298935114,"parks"
232,103.864678999149,1.29057200094772,"parks"
233,103.850285996786,1.37057100018187,"parks"
234,103.782779005345,1.31248299217226,"parks"
235,103.791281008483,1.32243601665582,"parks"
236,103.854818004778,1.29282499699848,"parks"
237,103.86583500031,1.32380597927059,"parks"
238,103.783106005851,1.31623499758018,"parks"
239,103.84491500795,1.29308999556797,"parks"
240,103.842887001241,1.37402501376588,"parks"
241,103.780895006173,1.34139598931109,"parks"
242,103.892397015046,1.3145509896298,"parks"
243,103.834034991637,1.35655698822033,"parks"
244,103.923837990533,1.32120799539342,"parks"
245,103.957615982182,1.32311502040416,"parks"
246,103.80898700707,1.33170298432389,"parks"
247,103.784206003929,1.31376300928782,"parks"
248,103.898952005306,1.31150200552321,"parks"
249,103.837610994321,1.30158700260588,"parks"
250,103.795543995849,1.31173000006272,"parks"
251,103.853473001627,1.28732000560153,"parks"
252,103.854849,1.30842200284088,"parks"
253,103.860638997467,1.28848999572479,"parks"
254,103.805487000523,1.33550601569391,"parks"
255,103.802693003573,1.27236499187616,"parks"
256,103.829977001375,1.28384500791232,"parks"
257,103.842813002418,1.32231297895579,"parks"
258,103.764869007062,1.33632401782669,"parks"
259,103.854776006135,1.30975899721142,"parks"
260,103.773039987989,1.34386298455144,"parks"
261,103.89732200163,1.30017400290536,"parks"
262,103.780245998799,1.31411501669973,"parks"
263,103.810509002674,1.32834400830712,"parks"
264,103.827057999456,1.32298701214919,"parks"
265,103.84569099786,1.29225799342141,"parks"
266,103.881706014162,1.33379800164764,"parks"
267,103.83179800761,1.29075999254776,"parks"
268,103.875615995335,1.33187400889662,"parks"
269,103.887658999231,1.32177198800448,"parks"
270,103.846609005448,1.29177800435869,"parks"
271,104.001675008726,1.38340098971507,"parks"
272,103.950168022101,1.32974601652478,"parks"
273,103.858757994618,1.38594300243715,"parks"
274,103.861459991791,1.38310499948583,"parks"
275,103.963506003857,1.34740400583367,"parks"
276,103.956225002141,1.33718398610323,"parks"
277,103.855252008289,1.39030101988892,"parks"
278,103.837572008652,1.38829201020433,"parks"
279,103.952173012299,1.37868402178859,"parks"
280,103.965636997663,1.36303900201943,"parks"
281,103.919383992137,1.30848299814914,"parks"
282,103.94687600443,1.32902900416768,"parks"
283,103.875185997533,1.37949200292749,"parks"
284,103.838825995108,1.38725001009072,"parks"
285,103.914401992508,1.32500301174325,"parks"
286,103.949047986876,1.32472798680362,"parks"
287,103.882129005066,1.36092898756718,"parks"
288,103.873847999194,1.39903502830064,"parks"
289,103.807658003097,1.32671600556136,"parks"
290,103.782814007566,1.32686097997825,"parks"
291,103.862146001865,1.30410899340616,"parks"
292,103.843838993634,1.29926400300755,"parks"
293,103.847968006121,1.33057999366942,"parks"
294,103.834956997814,1.29283999640308,"parks"
295,103.78122199104,1.3157090147631,"parks"
296,103.834364003112,1.35429099006295,"parks"
297,103.781229998572,1.31295098590754,"parks"
298,103.845882003067,1.29834300751732,"parks"
299,103.847462000956,1.30449799629073,"parks"
300,103.866978993095,1.30578700601773,"parks"
301,103.851956991278,1.2868239938791,"parks"
302,103.818222000624,1.27528100835684,"parks"
303,103.920605001614,1.30316900590952,"parks"
304,103.950772994504,1.3224530006075,"parks"
305,103.960282983203,1.34438300662538,"parks"
306,103.889831987144,1.367302019013,"parks"
307,103.952377989422,1.37168999463144,"parks"
308,103.953081982587,1.3274170012123,"parks"
309,103.796399992559,1.32202599013522,"parks"
310,103.830173997508,1.36101398325524,"parks"
311,103.805479000604,1.32428998877263,"parks"
312,103.844621998074,1.35106199585901,"parks"
313,103.843547994579,1.34867398297342,"parks"
314,103.835175010264,1.35015599579781,"parks"
315,103.785060002552,1.33701100440066,"parks"
316,103.805473991222,1.37730497383028,"parks"
317,103.873050010599,1.32972099363571,"parks"
318,103.858152000653,1.31148401066078,"parks"
319,103.848860995111,1.29571699496852,"parks"
320,103.806055991416,1.31910999951731,"parks"
321,103.817665995097,1.32545199692878,"parks"
322,103.788076003791,1.32228801135119,"parks"
323,103.78083740117,1.37097156701338,"parks"
324,103.847644002876,1.28146500698614,"parks"
325,103.839569003072,1.3727180131601,"parks"
326,103.857369999308,1.38830597203414,"parks"
327,103.941093992579,1.37219001582779,"parks"
328,103.948451009513,1.32162700448726,"parks"
329,103.917655996762,1.31303499211434,"parks"
330,103.944481988262,1.359264023047,"parks"
331,103.987296000544,1.39122600073616,"parks"
332,103.832391997745,1.37102098159919,"parks"
333,103.924455991866,1.32010101002963,"parks"
334,103.836146008453,1.3880540162578,"parks"
335,103.950394989304,1.32385199809351,"parks"
336,103.883569003858,1.34896701230879,"parks"
337,103.87790599596,1.38544598318684,"parks"
338,103.9456669951,1.37873299431662,"parks"
339,103.837486998981,1.3806810080854,"parks"
340,103.948689980155,1.36391499068087,"parks"
341,103.860449992285,1.38405000123823,"parks"
342,103.865743999885,1.38558901364397,"parks"
343,103.98808900299,1.39064700115984,"parks"
344,103.927926997004,1.31938000337146,"parks"
345,103.884997993848,1.34607100763102,"parks"
346,103.890364510014,1.36796366154687,"parks"
347,103.989190007291,1.39017201315715,"parks"
348,103.885954996071,1.35519602028456,"parks"
349,103.903735985364,1.3916400007576,"parks"
350,103.947489983993,1.32553400234434,"parks"
